image,qual_mos,dist_prob
VizWiz_train_00011512,0.40030303030303,"[0.6666666666666666, 0.2727272727272727, 0.7272727272727273, 0.21212121212121213, 0.09090909090909091, 0.0, 0.0]"
VizWiz_train_00012615,0.34,"[0.3235294117647059, 0.23529411764705882, 0.08823529411764706, 0.14705882352941177, 0.4117647058823529, 0.11764705882352941, 0.0]"
VizWiz_train_00012485,0.696875,"[0.15625, 0.0, 0.15625, 0.0, 0.125, 0.6875, 0.0]"
VizWiz_train_00011978,0.699142857142857,"[0.02857142857142857, 0.0, 0.7142857142857143, 0.05714285714285714, 0.0, 0.2, 0.02857142857142857]"
VizWiz_train_00011257,0.57575,"[0.35, 0.275, 0.075, 0.15, 0.2, 0.225, 0.0]"
VizWiz_train_00012999,0.573225806451613,"[0.6129032258064516, 0.16129032258064516, 0.12903225806451613, 0.12903225806451613, 0.25806451612903225, 0.12903225806451613, 0.0]"
VizWiz_train_00011684,0.46875,"[0.75, 0.1875, 0.09375, 0.0, 0.21875, 0.125, 0.0]"
VizWiz_train_00012944,0.734545454545455,"[0.18181818181818182, 0.09090909090909091, 0.3333333333333333, 0.06060606060606061, 0.06060606060606061, 0.42424242424242425, 0.030303030303030304]"
VizWiz_train_00012190,0.495,"[0.2222222222222222, 0.08333333333333333, 0.25, 0.25, 0.3611111111111111, 0.1388888888888889, 0.0]"
VizWiz_train_00011734,0.592105263157895,"[0.23684210526315788, 0.07894736842105263, 0.39473684210526316, 0.13157894736842105, 0.13157894736842105, 0.23684210526315788, 0.02631578947368421]"
VizWiz_train_00011939,0.230588235294118,"[0.47058823529411764, 0.20588235294117646, 0.7647058823529411, 0.029411764705882353, 0.029411764705882353, 0.0, 0.0]"
VizWiz_train_00012748,0.648181818181818,"[0.15151515151515152, 0.09090909090909091, 0.12121212121212122, 0.030303030303030304, 0.18181818181818182, 0.45454545454545453, 0.030303030303030304]"
VizWiz_train_00011017,0.500810810810811,"[0.5405405405405406, 0.13513513513513514, 0.10810810810810811, 0.16216216216216217, 0.13513513513513514, 0.16216216216216217, 0.0]"
VizWiz_train_00011279,0.364571428571429,"[0.2571428571428571, 0.05714285714285714, 0.4, 0.05714285714285714, 0.3142857142857143, 0.17142857142857143, 0.11428571428571428]"
VizWiz_train_00012297,0.247666666666667,"[0.7666666666666667, 0.43333333333333335, 0.0, 0.0, 0.23333333333333334, 0.06666666666666667, 0.0]"
VizWiz_train_00012127,0.676666666666667,"[0.0, 0.05555555555555555, 0.1388888888888889, 0.0, 0.2222222222222222, 0.6111111111111112, 0.0]"
VizWiz_train_00012834,0.58741935483871,"[0.03225806451612903, 0.06451612903225806, 0.22580645161290322, 0.4838709677419355, 0.0967741935483871, 0.1935483870967742, 0.0]"
VizWiz_train_00011409,0.471081081081081,"[0.2702702702702703, 0.08108108108108109, 0.4864864864864865, 0.3783783783783784, 0.13513513513513514, 0.05405405405405406, 0.02702702702702703]"
VizWiz_train_00011063,0.754516129032258,"[0.06451612903225806, 0.0, 0.25806451612903225, 0.41935483870967744, 0.06451612903225806, 0.3870967741935484, 0.0]"
VizWiz_train_00012676,0.622285714285714,"[0.05714285714285714, 0.0, 0.5428571428571428, 0.3142857142857143, 0.05714285714285714, 0.2571428571428571, 0.0]"
VizWiz_train_00012498,0.530277777777778,"[0.5833333333333334, 0.2222222222222222, 0.1388888888888889, 0.08333333333333333, 0.1111111111111111, 0.08333333333333333, 0.0]"
VizWiz_train_00011311,0.640277777777778,"[0.3055555555555556, 0.1111111111111111, 0.08333333333333333, 0.1388888888888889, 0.1388888888888889, 0.4444444444444444, 0.0]"
VizWiz_train_00012217,0.305454545454545,"[0.7575757575757576, 0.2727272727272727, 0.30303030303030304, 0.21212121212121213, 0.09090909090909091, 0.0, 0.0]"
VizWiz_train_00012814,0.602647058823529,"[0.17647058823529413, 0.058823529411764705, 0.20588235294117646, 0.029411764705882353, 0.38235294117647056, 0.17647058823529413, 0.0]"
VizWiz_train_00011609,0.59027027027027,"[0.35135135135135137, 0.13513513513513514, 0.10810810810810811, 0.0, 0.16216216216216217, 0.35135135135135137, 0.0]"
VizWiz_train_00012309,0.62,"[0.20588235294117646, 0.058823529411764705, 0.17647058823529413, 0.11764705882352941, 0.029411764705882353, 0.5588235294117647, 0.0]"
VizWiz_train_00011331,0.570909090909091,"[0.48484848484848486, 0.09090909090909091, 0.12121212121212122, 0.0, 0.18181818181818182, 0.21212121212121213, 0.0]"
VizWiz_train_00012640,0.818888888888889,"[0.0, 0.0, 0.25, 0.027777777777777776, 0.0, 0.7222222222222222, 0.0]"
VizWiz_train_00011665,0.525789473684211,"[0.3684210526315789, 0.05263157894736842, 0.07894736842105263, 0.02631578947368421, 0.34210526315789475, 0.2894736842105263, 0.0]"
VizWiz_train_00012758,0.602941176470588,"[0.2647058823529412, 0.14705882352941177, 0.14705882352941177, 0.20588235294117646, 0.11764705882352941, 0.35294117647058826, 0.0]"
VizWiz_train_00011553,0.246,"[0.7142857142857143, 0.6, 0.2, 0.08571428571428572, 0.14285714285714285, 0.0, 0.0]"
VizWiz_train_00012095,0.563333333333333,"[0.15151515151515152, 0.06060606060606061, 0.21212121212121213, 0.3939393939393939, 0.09090909090909091, 0.21212121212121213, 0.0]"
VizWiz_train_00011094,0.5909375,"[0.28125, 0.1875, 0.15625, 0.0, 0.21875, 0.34375, 0.0]"
VizWiz_train_00012722,0.71054054054054,"[0.10810810810810811, 0.05405405405405406, 0.05405405405405406, 0.02702702702702703, 0.10810810810810811, 0.6756756756756757, 0.0]"
VizWiz_train_00011271,0.371764705882353,"[0.5588235294117647, 0.5588235294117647, 0.058823529411764705, 0.0, 0.11764705882352941, 0.058823529411764705, 0.0]"
VizWiz_train_00012528,0.644838709677419,"[0.12903225806451613, 0.0967741935483871, 0.12903225806451613, 0.03225806451612903, 0.16129032258064516, 0.5483870967741935, 0.0]"
VizWiz_train_00011045,0.746470588235294,"[0.11764705882352941, 0.0, 0.29411764705882354, 0.058823529411764705, 0.058823529411764705, 0.5, 0.0]"
VizWiz_train_00011236,0.683333333333333,"[0.027777777777777776, 0.0, 0.2222222222222222, 0.16666666666666666, 0.1388888888888889, 0.5, 0.0]"
VizWiz_train_00011875,0.180882352941177,"[0.6764705882352942, 0.8823529411764706, 0.08823529411764706, 0.14705882352941177, 0.08823529411764706, 0.0, 0.0]"
VizWiz_train_00012031,0.6075,"[0.3611111111111111, 0.1111111111111111, 0.19444444444444445, 0.0, 0.16666666666666666, 0.2222222222222222, 0.0]"
VizWiz_train_00011664,0.459142857142857,"[0.3142857142857143, 0.05714285714285714, 0.22857142857142856, 0.22857142857142856, 0.5428571428571428, 0.0, 0.0]"
VizWiz_train_00011947,0.810909090909091,"[0.030303030303030304, 0.0, 0.24242424242424243, 0.030303030303030304, 0.09090909090909091, 0.6363636363636364, 0.0]"
VizWiz_train_00011857,0.156764705882353,"[0.7352941176470589, 0.6764705882352942, 0.08823529411764706, 0.058823529411764705, 0.17647058823529413, 0.029411764705882353, 0.0]"
VizWiz_train_00011838,0.714,"[0.05714285714285714, 0.02857142857142857, 0.34285714285714286, 0.14285714285714285, 0.05714285714285714, 0.45714285714285713, 0.05714285714285714]"
VizWiz_train_00011075,0.66,"[0.21875, 0.0, 0.15625, 0.0625, 0.15625, 0.59375, 0.0]"
VizWiz_train_00011450,0.657027027027027,"[0.13513513513513514, 0.02702702702702703, 0.16216216216216217, 0.21621621621621623, 0.16216216216216217, 0.43243243243243246, 0.0]"
VizWiz_train_00011359,0.552222222222222,"[0.4166666666666667, 0.16666666666666666, 0.5555555555555556, 0.16666666666666666, 0.1388888888888889, 0.1111111111111111, 0.027777777777777776]"
VizWiz_train_00011110,0.26,"[0.6176470588235294, 0.47058823529411764, 0.029411764705882353, 0.08823529411764706, 0.029411764705882353, 0.0, 0.0]"
VizWiz_train_00011010,0.493142857142857,"[0.3142857142857143, 0.5428571428571428, 0.14285714285714285, 0.0, 0.02857142857142857, 0.11428571428571428, 0.0]"
VizWiz_train_00011284,0.752666666666667,"[0.2, 0.06666666666666667, 0.2, 0.16666666666666666, 0.06666666666666667, 0.5, 0.0]"
VizWiz_train_00012141,0.340294117647059,"[0.5588235294117647, 0.5294117647058824, 0.029411764705882353, 0.029411764705882353, 0.14705882352941177, 0.0, 0.0]"
VizWiz_train_00011161,0.311212121212121,"[0.7272727272727273, 0.7878787878787878, 0.06060606060606061, 0.030303030303030304, 0.18181818181818182, 0.0, 0.0]"
VizWiz_train_00011483,0.310625,"[0.59375, 0.21875, 0.03125, 0.46875, 0.09375, 0.0625, 0.0]"
VizWiz_train_00012935,0.304193548387097,"[0.5483870967741935, 0.5806451612903226, 0.0967741935483871, 0.06451612903225806, 0.1935483870967742, 0.03225806451612903, 0.0]"
VizWiz_train_00012577,0.714411764705882,"[0.058823529411764705, 0.08823529411764706, 0.17647058823529413, 0.0, 0.08823529411764706, 0.5882352941176471, 0.0]"
VizWiz_train_00011193,0.556060606060606,"[0.3333333333333333, 0.18181818181818182, 0.21212121212121213, 0.15151515151515152, 0.12121212121212122, 0.18181818181818182, 0.0]"
VizWiz_train_00012930,0.742857142857143,"[0.22857142857142856, 0.08571428571428572, 0.22857142857142856, 0.0, 0.14285714285714285, 0.4857142857142857, 0.0]"
VizWiz_train_00012191,0.678,"[0.08571428571428572, 0.2, 0.22857142857142856, 0.02857142857142857, 0.11428571428571428, 0.45714285714285713, 0.0]"
VizWiz_train_00012673,0.683783783783784,"[0.13513513513513514, 0.13513513513513514, 0.16216216216216217, 0.0, 0.08108108108108109, 0.5405405405405406, 0.0]"
VizWiz_train_00011250,0.422285714285714,"[0.4857142857142857, 0.14285714285714285, 0.42857142857142855, 0.17142857142857143, 0.22857142857142856, 0.08571428571428572, 0.02857142857142857]"
VizWiz_train_00012341,0.665588235294118,"[0.08823529411764706, 0.029411764705882353, 0.20588235294117646, 0.17647058823529413, 0.14705882352941177, 0.5294117647058824, 0.029411764705882353]"
VizWiz_train_00012083,0.674,"[0.2, 0.05714285714285714, 0.14285714285714285, 0.08571428571428572, 0.11428571428571428, 0.5142857142857142, 0.0]"
VizWiz_train_00012340,0.443636363636364,"[0.6363636363636364, 0.2727272727272727, 0.09090909090909091, 0.030303030303030304, 0.0, 0.12121212121212122, 0.0]"
VizWiz_train_00012660,0.673235294117647,"[0.08823529411764706, 0.029411764705882353, 0.6470588235294118, 0.08823529411764706, 0.029411764705882353, 0.23529411764705882, 0.0]"
VizWiz_train_00011725,0.544411764705882,"[0.5588235294117647, 0.35294117647058826, 0.20588235294117646, 0.029411764705882353, 0.14705882352941177, 0.11764705882352941, 0.0]"
VizWiz_train_00012603,0.39609756097561,"[0.5853658536585366, 0.21951219512195122, 0.3902439024390244, 0.04878048780487805, 0.0975609756097561, 0.024390243902439025, 0.0]"
VizWiz_train_00011992,0.485,"[0.03125, 0.0625, 0.03125, 0.75, 0.09375, 0.125, 0.0]"
VizWiz_train_00011024,0.482121212121212,"[0.6363636363636364, 0.36363636363636365, 0.12121212121212122, 0.030303030303030304, 0.12121212121212122, 0.09090909090909091, 0.0]"
VizWiz_train_00012686,0.710909090909091,"[0.2727272727272727, 0.09090909090909091, 0.24242424242424243, 0.0, 0.030303030303030304, 0.48484848484848486, 0.0]"
VizWiz_train_00011940,0.670322580645161,"[0.45161290322580644, 0.1935483870967742, 0.25806451612903225, 0.06451612903225806, 0.0967741935483871, 0.22580645161290322, 0.0]"
VizWiz_train_00012166,0.452857142857143,"[0.2857142857142857, 0.14285714285714285, 0.7142857142857143, 0.37142857142857144, 0.08571428571428572, 0.02857142857142857, 0.0]"
VizWiz_train_00012267,0.55875,"[0.21875, 0.09375, 0.53125, 0.125, 0.125, 0.3125, 0.0]"
VizWiz_train_00011867,0.741470588235294,"[0.14705882352941177, 0.0, 0.3235294117647059, 0.14705882352941177, 0.029411764705882353, 0.4411764705882353, 0.0]"
VizWiz_train_00011441,0.547058823529412,"[0.029411764705882353, 0.058823529411764705, 0.7352941176470589, 0.17647058823529413, 0.08823529411764706, 0.17647058823529413, 0.0]"
VizWiz_train_00012016,0.208709677419355,"[0.9032258064516129, 0.1935483870967742, 0.3870967741935484, 0.25806451612903225, 0.06451612903225806, 0.0, 0.0]"
VizWiz_train_00011177,0.73,"[0.05555555555555555, 0.027777777777777776, 0.5, 0.08333333333333333, 0.027777777777777776, 0.4444444444444444, 0.0]"
VizWiz_train_00012055,0.361612903225806,"[0.9032258064516129, 0.3548387096774194, 0.2903225806451613, 0.1935483870967742, 0.06451612903225806, 0.03225806451612903, 0.0]"
VizWiz_train_00011746,0.298333333333333,"[0.75, 0.2222222222222222, 0.25, 0.0, 0.16666666666666666, 0.027777777777777776, 0.0]"
VizWiz_train_00011372,0.63,"[0.23529411764705882, 0.058823529411764705, 0.058823529411764705, 0.029411764705882353, 0.23529411764705882, 0.4411764705882353, 0.0]"
VizWiz_train_00011547,0.37027027027027,"[0.43243243243243246, 0.5945945945945946, 0.02702702702702703, 0.05405405405405406, 0.05405405405405406, 0.02702702702702703, 0.0]"
VizWiz_train_00012114,0.625555555555555,"[0.3888888888888889, 0.027777777777777776, 0.1111111111111111, 0.05555555555555555, 0.08333333333333333, 0.4444444444444444, 0.0]"
VizWiz_train_00012925,0.482941176470588,"[0.5882352941176471, 0.14705882352941177, 0.14705882352941177, 0.0, 0.17647058823529413, 0.11764705882352941, 0.0]"
VizWiz_train_00011278,0.495,"[0.5, 0.1388888888888889, 0.2222222222222222, 0.0, 0.25, 0.08333333333333333, 0.0]"
VizWiz_train_00011667,0.638823529411765,"[0.11764705882352941, 0.029411764705882353, 0.29411764705882354, 0.058823529411764705, 0.20588235294117646, 0.47058823529411764, 0.0]"
VizWiz_train_00012056,0.513823529411765,"[0.5, 0.11764705882352941, 0.17647058823529413, 0.058823529411764705, 0.20588235294117646, 0.08823529411764706, 0.0]"
VizWiz_train_00011397,0.518,"[0.34285714285714286, 0.37142857142857144, 0.05714285714285714, 0.0, 0.11428571428571428, 0.17142857142857143, 0.0]"
VizWiz_train_00012926,0.736969696969697,"[0.15151515151515152, 0.0, 0.09090909090909091, 0.030303030303030304, 0.12121212121212122, 0.6666666666666666, 0.0]"
VizWiz_train_00012077,0.576470588235294,"[0.08823529411764706, 0.058823529411764705, 0.6470588235294118, 0.058823529411764705, 0.11764705882352941, 0.17647058823529413, 0.0]"
VizWiz_train_00012567,0.346285714285714,"[0.6285714285714286, 0.2571428571428571, 0.2, 0.08571428571428572, 0.17142857142857143, 0.0, 0.0]"
VizWiz_train_00012274,0.5,"[0.5555555555555556, 0.16666666666666666, 0.19444444444444445, 0.0, 0.08333333333333333, 0.1388888888888889, 0.0]"
VizWiz_train_00012065,0.582,"[0.11428571428571428, 0.11428571428571428, 0.3142857142857143, 0.11428571428571428, 0.17142857142857143, 0.34285714285714286, 0.02857142857142857]"
VizWiz_train_00012024,0.596857142857143,"[0.02857142857142857, 0.05714285714285714, 0.2571428571428571, 0.6857142857142857, 0.02857142857142857, 0.14285714285714285, 0.0]"
VizWiz_train_00012885,0.467428571428571,"[0.45714285714285713, 0.4, 0.34285714285714286, 0.0, 0.14285714285714285, 0.08571428571428572, 0.0]"
VizWiz_train_00012501,0.724516129032258,"[0.25806451612903225, 0.03225806451612903, 0.2903225806451613, 0.0, 0.03225806451612903, 0.5483870967741935, 0.0]"
VizWiz_train_00011735,0.368787878787879,"[0.6363636363636364, 0.30303030303030304, 0.12121212121212122, 0.21212121212121213, 0.2727272727272727, 0.030303030303030304, 0.030303030303030304]"
VizWiz_train_00012363,0.3265625,"[0.71875, 0.34375, 0.0625, 0.21875, 0.0, 0.0625, 0.0]"
VizWiz_train_00011537,0.2496875,"[0.375, 0.03125, 0.34375, 0.25, 0.15625, 0.09375, 0.0]"
VizWiz_train_00012537,0.435405405405405,"[0.4594594594594595, 0.5945945945945946, 0.05405405405405406, 0.02702702702702703, 0.08108108108108109, 0.08108108108108109, 0.0]"
VizWiz_train_00011903,0.7440625,"[0.03125, 0.0, 0.1875, 0.09375, 0.15625, 0.625, 0.0]"
VizWiz_train_00011506,0.286969696969697,"[0.48484848484848486, 0.2727272727272727, 0.5757575757575758, 0.15151515151515152, 0.12121212121212122, 0.0, 0.0]"
VizWiz_train_00011227,0.418529411764706,"[0.5882352941176471, 0.35294117647058826, 0.14705882352941177, 0.17647058823529413, 0.14705882352941177, 0.0, 0.0]"
VizWiz_train_00011292,0.867096774193548,"[0.0967741935483871, 0.03225806451612903, 0.12903225806451613, 0.03225806451612903, 0.0, 0.8387096774193549, 0.0]"
VizWiz_train_00011788,0.4078125,"[0.59375, 0.375, 0.15625, 0.09375, 0.0625, 0.15625, 0.0]"
VizWiz_train_00012728,0.4953125,"[0.46875, 0.28125, 0.0625, 0.03125, 0.21875, 0.1875, 0.0]"
VizWiz_train_00012820,0.582432432432432,"[0.05405405405405406, 0.02702702702702703, 0.2702702702702703, 0.2972972972972973, 0.10810810810810811, 0.35135135135135137, 0.0]"
VizWiz_train_00012264,0.3446875,"[0.8125, 0.4375, 0.03125, 0.03125, 0.03125, 0.0, 0.0]"
VizWiz_train_00011270,0.527368421052632,"[0.18421052631578946, 0.07894736842105263, 0.13157894736842105, 0.07894736842105263, 0.23684210526315788, 0.39473684210526316, 0.0]"
VizWiz_train_00012561,0.440588235294118,"[0.5882352941176471, 0.3235294117647059, 0.11764705882352941, 0.029411764705882353, 0.14705882352941177, 0.08823529411764706, 0.0]"
VizWiz_train_00011214,0.649705882352941,"[0.2647058823529412, 0.058823529411764705, 0.4117647058823529, 0.08823529411764706, 0.058823529411764705, 0.35294117647058826, 0.0]"
VizWiz_train_00011579,0.51972972972973,"[0.35135135135135137, 0.13513513513513514, 0.13513513513513514, 0.08108108108108109, 0.16216216216216217, 0.2972972972972973, 0.0]"
VizWiz_train_00012892,0.69,"[0.21875, 0.03125, 0.21875, 0.09375, 0.03125, 0.5, 0.0]"
VizWiz_train_00011333,0.287222222222222,"[0.75, 0.6388888888888888, 0.05555555555555555, 0.027777777777777776, 0.19444444444444445, 0.0, 0.0]"
VizWiz_train_00011275,0.412,"[0.6, 0.08571428571428572, 0.05714285714285714, 0.02857142857142857, 0.5142857142857142, 0.08571428571428572, 0.0]"
VizWiz_train_00011029,0.541515151515152,"[0.30303030303030304, 0.06060606060606061, 0.6666666666666666, 0.030303030303030304, 0.06060606060606061, 0.18181818181818182, 0.030303030303030304]"
VizWiz_train_00012160,0.583939393939394,"[0.3939393939393939, 0.09090909090909091, 0.09090909090909091, 0.12121212121212122, 0.21212121212121213, 0.2727272727272727, 0.0]"
VizWiz_train_00012043,0.576285714285714,"[0.4857142857142857, 0.3142857142857143, 0.14285714285714285, 0.0, 0.02857142857142857, 0.22857142857142856, 0.0]"
VizWiz_train_00011782,0.8003125,"[0.125, 0.0, 0.25, 0.03125, 0.09375, 0.59375, 0.0]"
VizWiz_train_00011304,0.541612903225806,"[0.3870967741935484, 0.0967741935483871, 0.0967741935483871, 0.0, 0.2903225806451613, 0.3225806451612903, 0.0]"
VizWiz_train_00011381,0.4278125,"[0.65625, 0.28125, 0.09375, 0.15625, 0.09375, 0.09375, 0.03125]"
VizWiz_train_00012525,0.206060606060606,"[0.696969696969697, 0.48484848484848486, 0.0, 0.030303030303030304, 0.09090909090909091, 0.0, 0.0]"
VizWiz_train_00011286,0.800571428571429,"[0.05714285714285714, 0.02857142857142857, 0.14285714285714285, 0.0, 0.02857142857142857, 0.8285714285714286, 0.0]"
VizWiz_train_00011224,0.650588235294118,"[0.11764705882352941, 0.08823529411764706, 0.11764705882352941, 0.0, 0.20588235294117646, 0.5294117647058824, 0.0]"
VizWiz_train_00012129,0.517575757575758,"[0.30303030303030304, 0.21212121212121213, 0.24242424242424243, 0.06060606060606061, 0.18181818181818182, 0.18181818181818182, 0.0]"
VizWiz_train_00012970,0.246666666666667,"[0.7575757575757576, 0.2727272727272727, 0.09090909090909091, 0.030303030303030304, 0.30303030303030304, 0.030303030303030304, 0.0]"
VizWiz_train_00011627,0.382857142857143,"[0.6857142857142857, 0.4, 0.02857142857142857, 0.0, 0.2, 0.02857142857142857, 0.0]"
VizWiz_train_00012641,0.294,"[0.7714285714285715, 0.34285714285714286, 0.02857142857142857, 0.0, 0.2857142857142857, 0.02857142857142857, 0.0]"
VizWiz_train_00012698,0.7146875,"[0.125, 0.09375, 0.1875, 0.09375, 0.09375, 0.5625, 0.0]"
VizWiz_train_00012544,0.416764705882353,"[0.5588235294117647, 0.38235294117647056, 0.29411764705882354, 0.14705882352941177, 0.20588235294117646, 0.0, 0.0]"
VizWiz_train_00011583,0.245454545454545,"[0.7878787878787878, 0.5151515151515151, 0.0, 0.0, 0.12121212121212122, 0.0, 0.0]"
VizWiz_train_00012655,0.342903225806452,"[0.1935483870967742, 0.06451612903225806, 0.8387096774193549, 0.6129032258064516, 0.06451612903225806, 0.0, 0.0]"
VizWiz_train_00012456,0.526571428571429,"[0.14285714285714285, 0.11428571428571428, 0.6571428571428571, 0.37142857142857144, 0.2, 0.02857142857142857, 0.0]"
VizWiz_train_00012838,0.573939393939394,"[0.06060606060606061, 0.030303030303030304, 0.7878787878787878, 0.21212121212121213, 0.06060606060606061, 0.12121212121212122, 0.0]"
VizWiz_train_00011148,0.445757575757576,"[0.7272727272727273, 0.2727272727272727, 0.030303030303030304, 0.15151515151515152, 0.06060606060606061, 0.15151515151515152, 0.0]"
VizWiz_train_00011499,0.612647058823529,"[0.35294117647058826, 0.14705882352941177, 0.2647058823529412, 0.0, 0.11764705882352941, 0.23529411764705882, 0.0]"
VizWiz_train_00011594,0.269714285714286,"[0.6285714285714286, 0.2, 0.0, 0.2571428571428571, 0.42857142857142855, 0.02857142857142857, 0.0]"
VizWiz_train_00012385,0.515555555555556,"[0.4166666666666667, 0.2222222222222222, 0.1111111111111111, 0.0, 0.1388888888888889, 0.3333333333333333, 0.0]"
VizWiz_train_00012917,0.315714285714286,"[0.4, 0.4, 0.3142857142857143, 0.05714285714285714, 0.05714285714285714, 0.08571428571428572, 0.0]"
VizWiz_train_00012409,0.477272727272727,"[0.5757575757575758, 0.18181818181818182, 0.12121212121212122, 0.06060606060606061, 0.24242424242424243, 0.12121212121212122, 0.0]"
VizWiz_train_00011606,0.678823529411765,"[0.29411764705882354, 0.08823529411764706, 0.11764705882352941, 0.029411764705882353, 0.14705882352941177, 0.4411764705882353, 0.0]"
VizWiz_train_00011030,0.804285714285714,"[0.02857142857142857, 0.0, 0.14285714285714285, 0.11428571428571428, 0.02857142857142857, 0.7142857142857143, 0.0]"
VizWiz_train_00012094,0.420857142857143,"[0.37142857142857144, 0.22857142857142856, 0.2571428571428571, 0.2, 0.17142857142857143, 0.14285714285714285, 0.02857142857142857]"
VizWiz_train_00012259,0.614166666666667,"[0.3055555555555556, 0.08333333333333333, 0.2222222222222222, 0.027777777777777776, 0.05555555555555555, 0.3888888888888889, 0.0]"
VizWiz_train_00011837,0.78,"[0.03125, 0.0, 0.1875, 0.0625, 0.0625, 0.71875, 0.0]"
VizWiz_train_00011694,0.404722222222222,"[0.08333333333333333, 0.027777777777777776, 0.027777777777777776, 0.6944444444444444, 0.3333333333333333, 0.05555555555555555, 0.0]"
VizWiz_train_00011268,0.208285714285714,"[0.5428571428571428, 0.34285714285714286, 0.0, 0.5714285714285714, 0.2857142857142857, 0.02857142857142857, 0.0]"
VizWiz_train_00012303,0.558055555555556,"[0.3333333333333333, 0.1388888888888889, 0.25, 0.1388888888888889, 0.1111111111111111, 0.19444444444444445, 0.0]"
VizWiz_train_00012993,0.270857142857143,"[0.5142857142857142, 0.6571428571428571, 0.02857142857142857, 0.0, 0.2, 0.05714285714285714, 0.0]"
VizWiz_train_00012120,0.599354838709677,"[0.3225806451612903, 0.16129032258064516, 0.16129032258064516, 0.0, 0.0967741935483871, 0.3548387096774194, 0.0]"
VizWiz_train_00012974,0.379393939393939,"[0.6666666666666666, 0.36363636363636365, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.09090909090909091, 0.0]"
VizWiz_train_00011480,0.626285714285714,"[0.22857142857142856, 0.08571428571428572, 0.45714285714285713, 0.0, 0.08571428571428572, 0.3142857142857143, 0.0]"
VizWiz_train_00012278,0.594838709677419,"[0.1935483870967742, 0.16129032258064516, 0.3225806451612903, 0.06451612903225806, 0.0967741935483871, 0.3870967741935484, 0.0]"
VizWiz_train_00011599,0.412571428571429,"[0.11428571428571428, 0.05714285714285714, 0.05714285714285714, 0.8857142857142857, 0.17142857142857143, 0.02857142857142857, 0.0]"
VizWiz_train_00012842,0.216285714285714,"[0.6571428571428571, 0.6, 0.0, 0.02857142857142857, 0.17142857142857143, 0.0, 0.0]"
VizWiz_train_00011204,0.777142857142857,"[0.08571428571428572, 0.05714285714285714, 0.22857142857142856, 0.05714285714285714, 0.05714285714285714, 0.5714285714285714, 0.0]"
VizWiz_train_00012366,0.6675,"[0.09375, 0.0, 0.5625, 0.09375, 0.03125, 0.34375, 0.0]"
VizWiz_train_00012111,0.702333333333333,"[0.23333333333333334, 0.03333333333333333, 0.13333333333333333, 0.0, 0.13333333333333333, 0.6, 0.0]"
VizWiz_train_00012725,0.550294117647059,"[0.17647058823529413, 0.058823529411764705, 0.11764705882352941, 0.4117647058823529, 0.08823529411764706, 0.23529411764705882, 0.0]"
VizWiz_train_00012321,0.686571428571429,"[0.2571428571428571, 0.0, 0.08571428571428572, 0.0, 0.08571428571428572, 0.6285714285714286, 0.0]"
VizWiz_train_00012046,0.736060606060606,"[0.030303030303030304, 0.030303030303030304, 0.3939393939393939, 0.18181818181818182, 0.030303030303030304, 0.48484848484848486, 0.0]"
VizWiz_train_00012004,0.298787878787879,"[0.3939393939393939, 0.18181818181818182, 0.8181818181818182, 0.030303030303030304, 0.030303030303030304, 0.0, 0.0]"
VizWiz_train_00011678,0.367222222222222,"[0.4444444444444444, 0.75, 0.05555555555555555, 0.0, 0.05555555555555555, 0.027777777777777776, 0.0]"
VizWiz_train_00012548,0.303939393939394,"[0.6363636363636364, 0.5151515151515151, 0.06060606060606061, 0.06060606060606061, 0.2727272727272727, 0.030303030303030304, 0.0]"
VizWiz_train_00011919,0.728,"[0.05714285714285714, 0.02857142857142857, 0.22857142857142856, 0.0, 0.05714285714285714, 0.6285714285714286, 0.0]"
VizWiz_train_00012536,0.723939393939394,"[0.030303030303030304, 0.030303030303030304, 0.3939393939393939, 0.030303030303030304, 0.06060606060606061, 0.45454545454545453, 0.030303030303030304]"
VizWiz_train_00012068,0.5590625,"[0.46875, 0.09375, 0.125, 0.09375, 0.09375, 0.25, 0.03125]"
VizWiz_train_00011980,0.808285714285714,"[0.05714285714285714, 0.05714285714285714, 0.22857142857142856, 0.02857142857142857, 0.02857142857142857, 0.6285714285714286, 0.0]"
VizWiz_train_00012774,0.534,"[0.4857142857142857, 0.11428571428571428, 0.45714285714285713, 0.0, 0.08571428571428572, 0.08571428571428572, 0.02857142857142857]"
VizWiz_train_00011143,0.3353125,"[0.46875, 0.3125, 0.09375, 0.125, 0.3125, 0.09375, 0.03125]"
VizWiz_train_00011556,0.5235,"[0.1, 0.0, 0.7, 0.35, 0.05, 0.025, 0.075]"
VizWiz_train_00012510,0.263666666666667,"[0.9, 0.5, 0.13333333333333333, 0.06666666666666667, 0.1, 0.0, 0.0]"
VizWiz_train_00012422,0.562777777777778,"[0.16666666666666666, 0.0, 0.5833333333333334, 0.027777777777777776, 0.08333333333333333, 0.2777777777777778, 0.0]"
VizWiz_train_00011744,0.687894736842105,"[0.10526315789473684, 0.0, 0.07894736842105263, 0.02631578947368421, 0.21052631578947367, 0.6052631578947368, 0.0]"
VizWiz_train_00011028,0.699714285714286,"[0.05714285714285714, 0.05714285714285714, 0.14285714285714285, 0.0, 0.14285714285714285, 0.6285714285714286, 0.0]"
